Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,A
Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,C
Male,Yes,48,Yes,Artist,1.0,High,5.0,Cat_2,C
Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,B
Male,No,35,Yes,Lawyer,1.0,Low,1.0,Cat_4,D
Female,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,C
Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,A
Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C
Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,Yes,80,No,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,57,Yes,Entertainment,,Average,2.0,Cat_6,C
Male,Yes,61,Yes,Entertainment,9.0,Average,2.0,Cat_6,C
Male,No,29,Yes,Healthcare,5.0,Low,4.0,Cat_2,D
Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,D
Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
Male,Yes,35,No,Artist,0.0,Low,6.0,Cat_4,C
Male,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,B
Female,Yes,38,Yes,Artist,,Average,2.0,Cat_6,B
Male,Yes,81,No,Entertainment,1.0,Low,1.0,Cat_6,A
Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,Cat_6,C
Female,No,38,No,Engineer,8.0,Low,1.0,Cat_4,A
Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,D
Male,No,37,Yes,Artist,1.0,Low,4.0,Cat_6,B
Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,C
Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,B
Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,D
Male,Yes,43,No,Executive,1.0,High,5.0,Cat_4,B
Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D
Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,B
Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,D
Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D
Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A
Female,No,19,,Healthcare,9.0,Low,4.0,Cat_3,D
Male,Yes,37,Yes,Executive,0.0,Average,5.0,Cat_6,B
Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_4,A
Female,No,33,Yes,Engineer,,Low,5.0,Cat_7,D
Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,D
Female,Yes,86,No,Lawyer,1.0,High,2.0,Cat_6,A
Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
Male,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
Female,No,31,No,,0.0,Low,2.0,Cat_3,A
Female,Yes,71,No,Artist,,High,2.0,Cat_4,B
Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,D
Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A
Male,,89,No,Lawyer,1.0,High,2.0,Cat_6,D
Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,30,No,Executive,5.0,High,4.0,Cat_6,A
Male,Yes,37,No,Executive,9.0,High,6.0,Cat_6,D
Female,No,30,Yes,Doctor,0.0,Low,9.0,Cat_4,A
Female,No,23,No,Doctor,0.0,Low,3.0,Cat_6,C
Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_1,B
Male,Yes,48,No,Executive,1.0,High,4.0,Cat_1,B
Male,No,28,Yes,Healthcare,0.0,Low,7.0,Cat_6,C
Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,C
Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A
Male,Yes,85,Yes,Lawyer,,Low,1.0,Cat_6,B
Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_2,C
Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,A
Male,Yes,68,Yes,Entertainment,0.0,Low,3.0,Cat_2,A
Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_4,B
Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D
Female,No,21,Yes,Healthcare,0.0,Low,4.0,Cat_1,D
Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A
Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,No,25,No,,0.0,Low,1.0,Cat_4,D
Female,No,32,No,Artist,1.0,Low,6.0,Cat_4,D
Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,B
Female,No,22,No,Lawyer,8.0,Low,1.0,Cat_6,D
Male,Yes,40,No,,0.0,Average,2.0,Cat_3,A
Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B
Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,Cat_6,C
Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,C
Male,,35,Yes,Artist,5.0,Low,1.0,Cat_6,B
Male,Yes,59,No,Executive,0.0,Low,5.0,Cat_4,B
Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_6,B
Male,Yes,88,No,Artist,7.0,Low,1.0,Cat_6,D
Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,D
Female,Yes,51,Yes,Engineer,1.0,Average,2.0,Cat_6,C
Female,Yes,48,Yes,Engineer,0.0,High,4.0,Cat_6,B
Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,D
Male,Yes,89,No,Executive,0.0,High,2.0,Cat_6,A
Female,,51,Yes,Artist,0.0,Low,4.0,Cat_2,C
Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,C
Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B
Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,B
Female,No,38,Yes,Doctor,5.0,Low,5.0,Cat_2,A
Male,Yes,47,Yes,Entertainment,1.0,Low,4.0,Cat_6,C
Male,Yes,61,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A
Male,Yes,88,No,,,High,3.0,Cat_6,A
Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,A
Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,C
Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,B
Male,No,33,Yes,Artist,1.0,Low,,Cat_4,D
Female,Yes,60,No,Lawyer,,High,2.0,Cat_6,C
Male,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,No,31,Yes,Healthcare,0.0,Low,,Cat_5,D
Female,No,31,Yes,Artist,2.0,Low,,Cat_6,A
Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,A
Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,D
Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D
Female,No,53,Yes,Artist,3.0,Low,,Cat_4,A
Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2,D
Male,No,41,Yes,Entertainment,7.0,Low,2.0,Cat_1,D
Male,Yes,48,Yes,Doctor,0.0,Average,3.0,Cat_3,A
Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C
Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,A
Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D
Female,No,19,No,Healthcare,8.0,Low,,Cat_6,D
Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,C
Female,Yes,52,No,Engineer,9.0,Average,5.0,Cat_4,B
Female,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_5,C
Male,No,33,No,Entertainment,1.0,Low,,Cat_6,D
Female,Yes,75,Yes,,0.0,High,2.0,Cat_6,B
Male,Yes,71,Yes,Executive,0.0,High,3.0,Cat_6,A
Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B
Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,A
Female,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,Yes,36,Yes,Homemaker,,Average,2.0,Cat_3,C
Female,No,59,Yes,Doctor,0.0,Low,4.0,Cat_6,B
Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_4,B
Male,Yes,39,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
Female,Yes,46,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
Male,No,33,No,Marketing,0.0,Low,4.0,Cat_3,C
Male,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,C
Female,,50,Yes,Artist,8.0,Average,1.0,Cat_6,A
Female,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_2,C
Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,No,62,Yes,Entertainment,1.0,Low,4.0,Cat_2,C
Female,No,31,Yes,Healthcare,,Low,2.0,Cat_4,D
Female,No,25,No,Artist,1.0,Low,3.0,Cat_6,C
Male,No,23,No,Marketing,0.0,Low,,,C
Male,No,22,No,Marketing,3.0,Low,6.0,Cat_3,D
Female,Yes,47,Yes,Artist,1.0,High,6.0,Cat_6,B
Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,No,25,No,Entertainment,5.0,Low,2.0,Cat_6,D
Female,No,30,No,Artist,0.0,Low,,Cat_6,C
Male,Yes,27,No,Executive,0.0,Low,6.0,Cat_6,D
Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
Female,No,33,No,,,Low,1.0,Cat_7,C
Female,Yes,46,No,Artist,5.0,Low,5.0,Cat_6,C
Female,Yes,37,Yes,Artist,1.0,Low,2.0,Cat_6,C
Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,29,No,Artist,1.0,Low,1.0,Cat_3,A
Female,No,19,No,Entertainment,1.0,Low,5.0,Cat_6,D
Male,Yes,82,No,Executive,1.0,High,2.0,Cat_4,D
Female,Yes,48,Yes,Doctor,1.0,Low,1.0,Cat_3,D
Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,B
Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Male,,56,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,69,Yes,Executive,0.0,Low,,Cat_6,A
Male,Yes,40,Yes,Artist,,Low,3.0,Cat_6,C
Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,B
Female,,31,No,Doctor,1.0,Low,4.0,Cat_6,D
Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,C
Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
Male,Yes,30,No,Artist,,Average,3.0,Cat_6,B
Female,,59,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,A
Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,D
Female,No,42,Yes,Artist,7.0,Low,3.0,Cat_6,C
Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_1,D
Male,Yes,39,No,Executive,12.0,High,7.0,Cat_6,B
Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,D
Male,Yes,30,No,Engineer,1.0,Average,3.0,Cat_4,A
Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,C
Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,B
Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,B
Female,No,31,No,Entertainment,11.0,Low,5.0,Cat_7,D
Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B
Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_4,C
Male,Yes,35,Yes,,,Low,2.0,Cat_6,A
Male,No,43,Yes,Doctor,0.0,Low,,Cat_6,D
Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,B
Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,A
Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_4,B
Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Female,Yes,36,Yes,Homemaker,0.0,Average,2.0,Cat_6,B
Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A
Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,B
Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,D
Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,C
Male,No,37,No,Entertainment,,Low,1.0,Cat_6,D
Male,Yes,35,Yes,Artist,,Average,,Cat_6,D
Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_3,B
Male,Yes,35,No,Entertainment,1.0,Average,4.0,Cat_4,B
Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,A
Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B
Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,B
Male,No,37,Yes,Healthcare,1.0,Low,4.0,Cat_4,B
Male,No,31,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,No,28,Yes,Healthcare,4.0,Low,4.0,Cat_6,D
Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,B
Male,No,38,Yes,Artist,,Low,2.0,Cat_6,A
Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C
Female,No,48,No,Entertainment,,Low,1.0,Cat_6,B
Female,Yes,79,Yes,Lawyer,4.0,High,,Cat_6,B
Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
Female,No,21,No,Marketing,1.0,Low,8.0,Cat_6,C
Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,B
Female,Yes,37,Yes,Artist,,Average,3.0,Cat_6,B
Female,No,33,Yes,Artist,10.0,Low,1.0,Cat_7,A
Male,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_4,B
Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,A
Female,Yes,59,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,Yes,57,Yes,Artist,,Average,4.0,Cat_2,C
Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
Male,Yes,42,No,Entertainment,6.0,Low,3.0,Cat_6,B
Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
Female,No,29,No,Engineer,9.0,Low,2.0,Cat_4,A
Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,A
Female,Yes,63,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,No,33,Yes,Entertainment,9.0,Low,6.0,Cat_6,D
Male,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,C
Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3,D
Female,Yes,29,Yes,Healthcare,6.0,Average,2.0,Cat_6,A
Female,Yes,31,Yes,Healthcare,0.0,Low,1.0,Cat_1,D
Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_3,A
Male,No,22,No,Healthcare,9.0,Low,8.0,Cat_6,D
Female,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_4,C
Female,Yes,42,No,Engineer,1.0,Average,6.0,Cat_4,B
Male,No,78,Yes,Entertainment,,Low,1.0,Cat_6,C
Female,Yes,77,Yes,Lawyer,6.0,High,2.0,Cat_6,B
Male,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Male,Yes,53,Yes,Healthcare,3.0,High,4.0,Cat_7,B
Female,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
Female,No,72,Yes,Artist,1.0,Low,2.0,Cat_2,B
Male,Yes,71,No,Executive,1.0,Average,2.0,Cat_6,C
Female,No,25,No,Engineer,9.0,Low,1.0,Cat_6,D
Male,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,C
Male,Yes,61,Yes,Executive,0.0,Low,3.0,Cat_6,D
Male,Yes,48,Yes,Doctor,5.0,Average,3.0,Cat_5,B
Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_2,C
Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,40,Yes,Artist,14.0,Low,1.0,Cat_6,A
Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
Male,No,27,Yes,Healthcare,,Low,4.0,Cat_6,B
Male,,55,Yes,Entertainment,,Average,5.0,Cat_6,B
Female,No,21,No,Healthcare,3.0,Low,2.0,Cat_4,D
Female,No,28,No,Entertainment,10.0,Low,2.0,Cat_6,D
Male,Yes,43,Yes,Artist,3.0,Average,3.0,Cat_6,C
Female,Yes,38,No,Engineer,0.0,Average,5.0,Cat_3,A
Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,C
Male,Yes,25,Yes,Artist,3.0,Average,2.0,Cat_6,B
Male,Yes,41,Yes,Artist,8.0,Average,3.0,Cat_6,A
Male,No,27,Yes,Doctor,,Low,1.0,Cat_4,A
Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_6,B
Male,Yes,86,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,56,No,Executive,1.0,High,8.0,Cat_4,A
Female,No,27,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,70,No,Executive,1.0,High,2.0,Cat_6,A
Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
Male,Yes,35,Yes,Doctor,5.0,High,2.0,Cat_6,D
Male,No,31,No,Healthcare,2.0,Low,2.0,Cat_5,A
Male,Yes,40,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,Yes,38,No,Engineer,9.0,Low,2.0,Cat_6,A
Male,Yes,84,Yes,Lawyer,,Low,,Cat_4,D
Female,No,28,No,Entertainment,1.0,Low,4.0,Cat_6,D
Female,No,39,No,Engineer,2.0,Low,,Cat_3,D
Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,B
Female,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C
Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
Male,Yes,45,No,Artist,1.0,Average,3.0,Cat_6,A
Female,Yes,45,Yes,Artist,,High,5.0,Cat_6,C
Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,D
Female,Yes,28,No,Homemaker,9.0,High,3.0,Cat_6,A
Male,No,20,,Healthcare,0.0,Low,3.0,Cat_6,D
Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,,47,,Executive,1.0,Average,5.0,Cat_4,B
Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Male,Yes,48,Yes,Doctor,9.0,Average,5.0,Cat_6,C
Female,Yes,45,Yes,Artist,8.0,Average,2.0,Cat_6,C
Female,Yes,28,No,Entertainment,,Average,2.0,Cat_4,A
Male,Yes,57,No,Entertainment,0.0,High,3.0,Cat_4,D
Male,Yes,51,Yes,Artist,,High,3.0,Cat_6,A
Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_3,A
Female,No,27,Yes,Entertainment,8.0,Low,3.0,Cat_6,D
Male,Yes,30,Yes,Healthcare,1.0,High,2.0,Cat_4,B
Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_2,D
Male,Yes,57,No,Marketing,1.0,High,3.0,Cat_6,A
Female,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Female,Yes,46,Yes,Homemaker,8.0,Average,3.0,Cat_3,C
Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,C
Female,Yes,39,Yes,Homemaker,,Low,1.0,Cat_3,A
Male,,61,Yes,Artist,1.0,Average,5.0,Cat_6,C
Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,B
Female,No,25,No,Homemaker,0.0,Low,3.0,Cat_2,C
Female,Yes,37,Yes,Artist,,Average,3.0,Cat_7,B
Male,Yes,31,Yes,Healthcare,2.0,Low,2.0,Cat_6,D
Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,36,Yes,Engineer,,Low,2.0,Cat_3,D
Female,Yes,59,Yes,Artist,3.0,High,5.0,Cat_1,B
Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,52,,Engineer,1.0,Low,1.0,Cat_4,A
Female,No,25,Yes,Artist,9.0,Low,1.0,Cat_6,B
Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,C
Male,Yes,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Female,Yes,38,No,Doctor,1.0,Average,2.0,Cat_4,D
Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
Male,Yes,70,No,Lawyer,0.0,Low,1.0,Cat_6,B
Male,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D
Female,No,23,No,Doctor,0.0,Low,4.0,Cat_6,C
Male,No,33,No,Marketing,1.0,Low,3.0,Cat_4,D
Male,Yes,37,Yes,Marketing,,High,2.0,Cat_6,B
Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,D
Male,Yes,73,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
Female,Yes,40,Yes,Engineer,1.0,Average,6.0,Cat_4,B
Female,No,33,Yes,Artist,0.0,Low,3.0,Cat_3,A
Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D
Female,,22,No,Doctor,6.0,High,3.0,Cat_6,D
Female,Yes,43,Yes,,1.0,Low,2.0,Cat_6,D
Female,,29,No,Healthcare,1.0,Low,4.0,Cat_6,C
Male,,37,Yes,Doctor,8.0,Low,6.0,Cat_6,C
Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,No,32,No,Healthcare,8.0,Low,4.0,Cat_6,D
Female,No,42,No,Homemaker,,Low,1.0,Cat_3,B
Female,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_2,A
Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_4,D
Male,Yes,62,No,Executive,0.0,High,2.0,Cat_4,B
Male,No,31,No,Healthcare,,Low,,Cat_6,D
Female,No,58,Yes,Engineer,1.0,Low,1.0,Cat_6,A
Male,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_6,A
Female,No,28,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,C
Female,No,36,No,Engineer,9.0,Low,,Cat_4,D
Male,No,36,Yes,Artist,0.0,Low,,Cat_6,A
Female,,33,Yes,Healthcare,0.0,Low,5.0,Cat_3,D
Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,C
Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,C
Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_6,C
Female,Yes,49,Yes,Homemaker,8.0,Average,2.0,Cat_6,C
Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,D
Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,B
Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,A
Male,No,26,No,Engineer,7.0,Low,1.0,Cat_6,D
Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,B
Female,Yes,41,Yes,Entertainment,,Average,4.0,Cat_6,C
Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,C
Male,Yes,53,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
Male,Yes,41,Yes,Artist,8.0,High,2.0,Cat_2,A
Male,Yes,43,No,Executive,1.0,Low,4.0,Cat_6,A
Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_7,C
Male,Yes,45,Yes,Artist,1.0,Average,6.0,Cat_5,C
Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
Male,Yes,57,Yes,Doctor,0.0,Average,4.0,Cat_6,C
Male,Yes,70,Yes,Lawyer,3.0,High,2.0,Cat_6,D
Female,Yes,59,No,Artist,1.0,Low,3.0,Cat_4,C
Male,Yes,84,Yes,Lawyer,,Low,1.0,Cat_6,C
Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
Male,Yes,43,Yes,Engineer,,Average,4.0,Cat_7,A
Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,A
Male,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,D
Male,No,33,No,Marketing,0.0,Low,3.0,Cat_3,D
Female,Yes,63,Yes,Marketing,2.0,Low,1.0,Cat_6,D
Male,Yes,41,Yes,Executive,,High,5.0,Cat_6,A
Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,B
Male,Yes,62,Yes,Artist,0.0,Average,,Cat_4,C
Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,C
Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,B
