age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
33,blue-collar,married,primary,no,208,yes,no,cellular,284,1,-1,0,unknown,no
53,technician,divorced,secondary,no,0,yes,yes,cellular,135,5,-1,0,unknown,no
40,self-employed,married,secondary,no,1749,no,no,cellular,767,12,-1,0,unknown,no
45,blue-collar,married,secondary,no,1345,yes,no,unknown,120,7,-1,0,unknown,no
34,blue-collar,married,secondary,yes,1,yes,no,cellular,394,1,-1,0,unknown,no
49,services,married,secondary,no,1314,no,no,cellular,834,14,-1,0,unknown,yes
47,services,married,secondary,no,51,yes,yes,unknown,312,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,88,yes,no,unknown,128,2,-1,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,79,6,-1,0,unknown,no
47,services,married,primary,no,1803,yes,yes,cellular,82,7,-1,0,unknown,no
35,technician,single,tertiary,no,5301,no,no,cellular,937,2,-1,0,unknown,yes
43,blue-collar,married,secondary,no,314,yes,yes,cellular,247,3,339,2,failure,no
48,management,married,primary,no,1513,no,no,cellular,166,2,-1,0,unknown,no
51,entrepreneur,divorced,tertiary,no,58,yes,no,cellular,93,1,2,1,other,no
32,technician,single,tertiary,no,8047,yes,no,cellular,16,13,-1,0,unknown,no
31,blue-collar,single,secondary,no,1686,yes,no,unknown,85,2,-1,0,unknown,no
48,technician,married,secondary,no,23495,no,no,cellular,63,8,-1,0,unknown,no
49,management,married,tertiary,no,6493,yes,no,telephone,180,1,-1,0,unknown,no
31,management,single,secondary,no,453,yes,no,unknown,384,2,-1,0,unknown,no
52,admin.,married,primary,no,813,no,yes,cellular,113,2,-1,0,unknown,no
37,technician,single,secondary,no,17,yes,no,unknown,164,1,-1,0,unknown,no
34,management,single,tertiary,no,2347,no,yes,cellular,555,1,-1,0,unknown,no
42,technician,single,tertiary,no,35,yes,yes,cellular,38,1,115,5,other,no
56,services,married,secondary,no,1860,yes,no,unknown,129,5,-1,0,unknown,no
54,unemployed,married,tertiary,no,6590,no,no,cellular,160,4,-1,0,unknown,no
55,admin.,married,primary,no,0,yes,no,cellular,55,4,-1,0,unknown,no
31,management,single,tertiary,no,74,yes,yes,cellular,13,11,-1,0,unknown,no
24,admin.,single,tertiary,no,106,no,yes,cellular,77,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,53,yes,yes,cellular,459,1,-1,0,unknown,no
39,blue-collar,married,primary,no,52,no,no,cellular,69,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,3558,no,no,cellular,84,10,-1,0,unknown,no
50,self-employed,married,secondary,no,38,yes,no,cellular,42,1,-1,0,unknown,no
54,technician,married,secondary,no,306,no,no,cellular,107,1,-1,0,unknown,no
43,admin.,divorced,secondary,no,1076,yes,no,cellular,223,1,363,1,failure,no
32,technician,single,tertiary,no,390,yes,no,unknown,85,1,-1,0,unknown,no
57,blue-collar,divorced,secondary,no,1103,yes,no,cellular,98,4,-1,0,unknown,no
33,management,married,tertiary,no,1514,no,no,cellular,447,1,728,2,failure,yes
54,technician,married,secondary,no,1378,yes,no,unknown,240,1,-1,0,unknown,no
44,admin.,married,secondary,no,-372,yes,no,unknown,172,1,-1,0,unknown,no
37,blue-collar,married,primary,no,-29,yes,yes,cellular,25,1,350,5,other,no
33,self-employed,married,tertiary,no,631,no,no,cellular,51,2,-1,0,unknown,no
43,technician,married,secondary,no,0,no,no,cellular,74,1,-1,0,unknown,no
48,admin.,single,secondary,no,1150,yes,no,unknown,357,1,-1,0,unknown,no
47,services,married,secondary,no,600,yes,yes,cellular,8,8,-1,0,unknown,no
39,unemployed,married,secondary,no,1654,no,no,unknown,264,6,-1,0,unknown,no
33,management,divorced,tertiary,no,-1027,yes,no,unknown,205,6,-1,0,unknown,no
49,blue-collar,married,secondary,no,-55,no,no,unknown,150,3,-1,0,unknown,no
32,technician,married,secondary,no,5626,yes,no,cellular,131,1,-1,0,unknown,no
52,retired,divorced,primary,no,353,no,no,cellular,395,4,-1,0,unknown,no
31,services,married,tertiary,no,585,yes,yes,unknown,272,2,-1,0,unknown,no
35,management,single,tertiary,no,0,yes,no,unknown,184,1,-1,0,unknown,no
30,technician,single,tertiary,no,975,yes,no,unknown,603,1,-1,0,unknown,no
29,student,single,secondary,no,3872,yes,no,cellular,453,2,-1,0,unknown,no
60,housemaid,married,primary,no,352,no,yes,unknown,81,2,-1,0,unknown,no
35,self-employed,married,tertiary,no,8647,no,no,cellular,140,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,405,yes,no,unknown,103,1,-1,0,unknown,no
37,management,married,tertiary,no,657,no,no,unknown,227,1,-1,0,unknown,no
46,technician,married,secondary,yes,4,no,yes,cellular,78,1,-1,0,unknown,no
35,technician,married,tertiary,no,358,no,no,cellular,92,9,-1,0,unknown,no
27,admin.,single,secondary,no,292,yes,no,cellular,53,9,362,8,other,no
36,management,married,tertiary,no,64,no,no,cellular,130,1,-1,0,unknown,no
42,management,married,tertiary,no,721,no,yes,cellular,91,5,-1,0,unknown,no
30,management,married,tertiary,no,1942,yes,yes,cellular,436,2,178,3,other,yes
29,blue-collar,married,secondary,no,2,yes,no,cellular,96,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,348,yes,no,cellular,14,3,358,1,other,no
44,services,divorced,secondary,no,396,yes,yes,unknown,396,4,-1,0,unknown,no
35,management,married,tertiary,no,867,yes,no,unknown,230,3,-1,0,unknown,yes
41,admin.,married,secondary,no,21515,yes,no,unknown,87,1,-1,0,unknown,no
31,management,married,tertiary,no,713,yes,no,unknown,1534,2,-1,0,unknown,no
29,technician,single,tertiary,no,2203,yes,no,cellular,1131,2,-1,0,unknown,no
57,blue-collar,married,primary,no,94,yes,no,telephone,103,5,-1,0,unknown,no
32,management,single,tertiary,no,1434,no,no,cellular,1144,3,-1,0,unknown,no
31,admin.,married,secondary,yes,-51,no,yes,cellular,173,2,-1,0,unknown,no
43,management,divorced,tertiary,no,0,yes,no,cellular,111,1,-1,0,unknown,no
45,unemployed,single,secondary,no,17609,no,no,cellular,222,6,-1,0,unknown,no
25,technician,single,secondary,no,7103,yes,no,cellular,287,1,-1,0,unknown,no
29,blue-collar,married,primary,yes,-303,yes,yes,unknown,298,3,-1,0,unknown,no
48,admin.,divorced,secondary,no,4,yes,no,cellular,7,5,318,10,other,no
40,self-employed,married,tertiary,no,1604,no,no,cellular,117,1,-1,0,unknown,no
41,self-employed,married,secondary,no,713,yes,no,unknown,78,1,-1,0,unknown,no
58,services,married,secondary,no,5567,no,no,cellular,1869,1,-1,0,unknown,no
50,technician,married,secondary,no,0,yes,no,unknown,171,2,-1,0,unknown,no
26,management,single,tertiary,no,1494,yes,no,cellular,477,2,-1,0,unknown,no
34,entrepreneur,married,secondary,no,223,no,yes,cellular,103,6,-1,0,unknown,no
31,management,single,tertiary,no,33,no,no,cellular,158,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,182,no,no,cellular,938,2,-1,0,unknown,yes
36,management,single,tertiary,no,188,no,no,cellular,55,2,-1,0,unknown,no
58,housemaid,married,primary,no,588,no,yes,cellular,171,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,28,yes,yes,cellular,673,4,-1,0,unknown,no
31,technician,single,secondary,no,147,yes,no,unknown,374,1,-1,0,unknown,no
29,housemaid,married,primary,no,7,no,yes,cellular,240,1,-1,0,unknown,no
46,services,married,primary,no,741,no,no,unknown,161,3,-1,0,unknown,no
60,entrepreneur,divorced,secondary,no,1307,yes,no,unknown,328,11,-1,0,unknown,no
45,services,married,secondary,no,-3,yes,no,unknown,213,1,-1,0,unknown,no
31,technician,married,secondary,no,344,yes,no,unknown,123,1,-1,0,unknown,no
52,management,married,tertiary,no,994,no,no,cellular,127,1,370,4,failure,no
42,management,single,tertiary,no,2032,yes,no,cellular,1173,4,-1,0,unknown,no
53,retired,married,secondary,no,1554,no,no,unknown,138,1,-1,0,unknown,no
37,technician,married,tertiary,no,0,yes,no,cellular,77,1,-1,0,unknown,no
38,unemployed,married,secondary,no,5177,no,no,cellular,102,2,-1,0,unknown,no
36,management,married,tertiary,no,242,yes,no,cellular,20,1,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,cellular,97,2,87,2,other,no
42,management,married,secondary,no,275,yes,no,cellular,139,6,-1,0,unknown,no
36,management,married,tertiary,no,2609,yes,no,unknown,141,9,-1,0,unknown,no
39,unemployed,married,primary,no,7372,no,no,unknown,76,1,-1,0,unknown,no
37,blue-collar,married,primary,no,587,no,no,unknown,126,2,-1,0,unknown,no
32,management,single,secondary,no,0,yes,yes,unknown,385,7,-1,0,unknown,no
31,technician,single,secondary,no,388,no,no,cellular,144,2,-1,0,unknown,no
35,management,single,tertiary,no,53,no,yes,cellular,80,4,-1,0,unknown,no
73,retired,divorced,tertiary,no,3203,no,no,cellular,148,1,-1,0,unknown,yes
56,entrepreneur,married,unknown,no,88,yes,no,unknown,172,2,-1,0,unknown,no
35,admin.,married,tertiary,no,429,yes,no,cellular,143,2,-1,0,unknown,no
38,management,single,tertiary,no,3141,no,no,cellular,347,4,189,2,success,yes
37,self-employed,single,primary,no,235,yes,no,cellular,191,4,323,9,failure,no
54,technician,divorced,secondary,no,784,yes,yes,unknown,579,1,-1,0,unknown,no
44,technician,single,unknown,no,11115,no,no,cellular,189,1,185,4,success,no
34,blue-collar,married,secondary,no,457,yes,no,unknown,266,1,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,18904,yes,no,unknown,113,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,1802,yes,no,unknown,28,19,-1,0,unknown,no
44,management,married,tertiary,no,1764,no,no,cellular,70,2,-1,0,unknown,no
47,management,married,tertiary,no,1425,no,no,cellular,113,1,-1,0,unknown,no
45,blue-collar,single,primary,no,847,no,no,cellular,294,3,-1,0,unknown,no
58,management,married,tertiary,no,473,no,no,cellular,1109,1,262,1,success,yes
43,management,married,tertiary,no,5926,no,no,cellular,685,2,-1,0,unknown,no
46,management,single,tertiary,no,2278,no,no,cellular,218,5,-1,0,unknown,no
78,retired,married,primary,no,14204,no,no,cellular,150,1,183,1,other,no
36,technician,married,tertiary,no,376,no,no,cellular,173,1,-1,0,unknown,yes
35,admin.,single,secondary,no,424,yes,no,cellular,23,4,-1,0,unknown,no
48,management,married,secondary,no,36686,no,no,cellular,295,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,770,yes,no,cellular,178,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,519,yes,yes,cellular,311,1,-1,0,unknown,no
26,technician,divorced,tertiary,no,278,yes,yes,cellular,1467,1,-1,0,unknown,no
66,retired,married,secondary,no,203,no,no,cellular,376,1,-1,0,unknown,yes
54,admin.,married,secondary,no,0,yes,no,cellular,46,1,-1,0,unknown,no
40,technician,divorced,secondary,no,2394,no,no,unknown,75,4,-1,0,unknown,no
35,technician,married,tertiary,no,-269,yes,yes,cellular,344,4,-1,0,unknown,no
37,blue-collar,single,primary,no,0,no,no,unknown,39,1,-1,0,unknown,no
33,management,married,tertiary,no,3401,no,no,cellular,253,1,-1,0,unknown,yes
36,management,single,tertiary,no,741,no,no,cellular,214,2,-1,0,unknown,no
38,self-employed,married,secondary,no,8094,no,no,cellular,94,7,-1,0,unknown,no
30,blue-collar,married,secondary,no,393,yes,no,cellular,1034,2,-1,0,unknown,no
32,management,married,tertiary,no,2465,yes,yes,cellular,923,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,499,yes,no,unknown,328,1,-1,0,unknown,no
24,student,single,secondary,no,23878,no,no,cellular,185,1,-1,0,unknown,yes
52,retired,married,secondary,no,1052,yes,no,unknown,35,1,-1,0,unknown,no
42,management,married,tertiary,no,4,yes,no,cellular,579,2,295,1,success,yes
54,self-employed,married,tertiary,no,368,no,no,telephone,7,4,-1,0,unknown,no
35,technician,single,tertiary,no,59,yes,no,unknown,145,3,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,2179,yes,yes,cellular,217,1,167,2,other,no
49,services,married,secondary,no,5673,no,yes,cellular,357,3,-1,0,unknown,no
41,management,single,secondary,no,764,no,no,cellular,230,2,-1,0,unknown,no
39,technician,divorced,secondary,no,1222,yes,no,unknown,451,4,-1,0,unknown,no
25,student,single,secondary,no,1116,yes,no,cellular,119,1,20,5,failure,no
28,admin.,single,secondary,no,-625,yes,no,unknown,102,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1473,yes,no,unknown,112,4,-1,0,unknown,no
29,management,married,tertiary,no,1606,yes,no,cellular,17,6,-1,0,unknown,no
33,technician,married,tertiary,no,40,yes,no,cellular,110,3,-1,0,unknown,no
46,management,single,tertiary,no,0,no,no,cellular,686,2,-1,0,unknown,yes
39,blue-collar,single,primary,no,561,yes,no,cellular,88,1,-1,0,unknown,no
48,technician,married,secondary,no,638,yes,no,unknown,217,1,-1,0,unknown,no
31,technician,married,tertiary,no,344,no,no,cellular,62,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,376,yes,no,unknown,15,1,-1,0,unknown,no
29,management,single,tertiary,no,5359,no,no,cellular,147,1,-1,0,unknown,yes
48,blue-collar,married,primary,no,474,yes,yes,unknown,414,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,708,yes,no,telephone,43,1,-1,0,unknown,no
38,blue-collar,married,primary,no,8251,no,no,unknown,194,3,-1,0,unknown,no
42,housemaid,married,primary,no,-209,no,yes,cellular,90,2,-1,0,unknown,no
36,self-employed,single,tertiary,no,4844,no,no,unknown,1137,3,-1,0,unknown,yes
58,housemaid,single,tertiary,no,145,yes,yes,cellular,128,2,-1,0,unknown,no
52,blue-collar,married,primary,no,36,no,no,cellular,109,2,-1,0,unknown,no
26,technician,single,tertiary,no,291,no,yes,cellular,393,1,-1,0,unknown,no
43,management,single,secondary,no,2968,no,no,unknown,30,4,-1,0,unknown,no
37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,753,6,-1,0,unknown,yes
27,management,single,tertiary,no,406,no,no,cellular,269,9,-1,0,unknown,no
43,services,divorced,secondary,no,207,yes,no,unknown,132,1,-1,0,unknown,no
51,unknown,married,unknown,no,1585,no,no,telephone,152,4,-1,0,unknown,no
30,services,single,secondary,no,209,yes,no,unknown,30,2,-1,0,unknown,no
40,retired,married,primary,no,-407,yes,no,cellular,905,3,-1,0,unknown,no
35,unemployed,single,secondary,no,221,no,no,cellular,374,1,-1,0,unknown,no
47,admin.,married,secondary,no,6695,no,no,telephone,129,3,-1,0,unknown,no
53,technician,married,tertiary,no,431,yes,no,unknown,74,1,-1,0,unknown,no
39,technician,single,secondary,no,175,no,yes,unknown,757,2,-1,0,unknown,no
44,management,married,tertiary,no,5282,yes,no,unknown,274,1,-1,0,unknown,no
59,admin.,married,secondary,no,817,no,no,cellular,304,1,-1,0,unknown,no
58,retired,married,primary,no,282,yes,no,cellular,40,4,-1,0,unknown,no
31,services,single,tertiary,no,620,no,no,cellular,189,1,-1,0,unknown,no
47,admin.,married,secondary,no,1210,no,no,cellular,604,1,91,4,failure,yes
34,admin.,single,secondary,no,4447,yes,no,cellular,75,2,-1,0,unknown,no
30,technician,married,secondary,no,764,no,no,unknown,150,2,-1,0,unknown,no
25,services,single,secondary,no,-439,yes,no,unknown,293,1,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,373,1,236,2,failure,no
36,blue-collar,married,primary,no,4608,yes,no,cellular,284,7,-1,0,unknown,no
54,blue-collar,married,primary,no,2110,yes,no,cellular,120,8,-1,0,unknown,no
43,admin.,married,secondary,no,59,yes,no,cellular,60,3,-1,0,unknown,no
31,management,married,tertiary,no,382,no,no,cellular,43,19,-1,0,unknown,no
24,admin.,single,secondary,no,99,no,no,cellular,65,3,89,3,failure,no
28,admin.,married,secondary,no,-247,yes,yes,cellular,121,1,240,2,failure,no
32,technician,divorced,secondary,no,-262,yes,no,telephone,85,24,-1,0,unknown,no
55,technician,married,secondary,no,978,yes,no,unknown,259,1,-1,0,unknown,no
55,retired,married,secondary,no,905,no,no,cellular,861,1,2,1,other,no
36,management,single,tertiary,no,243,yes,no,cellular,160,2,360,3,failure,no
44,blue-collar,divorced,primary,yes,-119,yes,no,unknown,132,5,-1,0,unknown,no
56,retired,married,secondary,yes,-1122,yes,yes,cellular,220,1,-1,0,unknown,no
32,admin.,single,secondary,no,103,yes,no,cellular,158,1,337,1,other,no
32,management,married,tertiary,no,138,no,no,cellular,94,4,-1,0,unknown,no
52,technician,married,unknown,no,370,yes,no,cellular,101,2,-1,0,unknown,no
38,technician,divorced,secondary,no,0,yes,no,cellular,867,1,-1,0,unknown,no
40,technician,married,secondary,no,5811,yes,no,cellular,172,1,-1,0,unknown,no
54,housemaid,married,primary,no,1319,yes,no,telephone,70,2,-1,0,unknown,no
54,housemaid,married,secondary,no,736,yes,no,cellular,268,1,331,1,failure,no
32,entrepreneur,married,secondary,no,604,no,no,cellular,270,1,-1,0,unknown,no
29,management,single,tertiary,no,91,yes,no,telephone,426,4,-1,0,unknown,no
25,student,single,secondary,no,2354,no,no,cellular,149,1,84,7,success,no
34,technician,married,secondary,no,1012,yes,yes,cellular,353,2,163,1,success,no
58,management,married,tertiary,no,4606,no,no,telephone,601,2,-1,0,unknown,no
28,management,married,tertiary,no,17,yes,no,cellular,16,2,-1,0,unknown,no
38,technician,married,secondary,no,750,yes,no,unknown,265,2,-1,0,unknown,no
27,entrepreneur,single,tertiary,no,2159,yes,no,cellular,1101,1,-1,0,unknown,no
39,admin.,married,secondary,no,394,no,no,cellular,551,2,-1,0,unknown,no
53,services,married,secondary,no,2925,yes,no,unknown,1392,4,-1,0,unknown,no
39,management,married,tertiary,no,12855,yes,no,cellular,108,4,173,1,failure,no
37,management,married,tertiary,no,8821,yes,no,cellular,167,1,-1,0,unknown,no
59,admin.,married,primary,no,879,yes,no,cellular,126,5,259,7,failure,no
50,technician,married,secondary,no,349,yes,no,telephone,27,17,-1,0,unknown,no
29,blue-collar,single,secondary,no,314,yes,no,cellular,161,1,316,2,other,no
37,blue-collar,divorced,secondary,no,719,yes,no,cellular,118,1,365,1,failure,no
27,student,single,tertiary,no,3687,no,no,cellular,335,2,-1,0,unknown,no
47,services,married,primary,no,1496,yes,no,unknown,211,2,-1,0,unknown,no
45,unknown,married,unknown,no,19706,yes,no,cellular,419,3,-1,0,unknown,no
57,self-employed,single,secondary,no,3277,no,no,unknown,127,4,-1,0,unknown,no
49,blue-collar,married,tertiary,no,1769,yes,no,cellular,283,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,762,yes,no,unknown,56,3,-1,0,unknown,no
51,technician,married,secondary,no,130,no,no,cellular,547,3,-1,0,unknown,no
30,services,single,secondary,no,1649,yes,no,unknown,206,1,-1,0,unknown,no
54,technician,single,secondary,no,2237,no,no,cellular,149,5,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,3952,no,no,unknown,28,6,-1,0,unknown,no
35,management,divorced,tertiary,no,286,yes,no,cellular,164,3,-1,0,unknown,no
43,blue-collar,married,primary,no,1579,yes,no,telephone,176,1,284,4,other,no
43,blue-collar,married,primary,no,3664,no,no,telephone,274,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,11219,no,no,cellular,112,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,-424,yes,no,cellular,10,6,-1,0,unknown,no
28,services,single,secondary,no,94,yes,no,cellular,300,1,-1,0,unknown,no
31,admin.,single,secondary,no,0,yes,no,unknown,28,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,1193,no,no,cellular,640,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,1027,no,no,cellular,59,1,-1,0,unknown,no
55,blue-collar,married,primary,no,472,no,no,unknown,80,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,2087,yes,no,unknown,371,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,5666,no,yes,cellular,69,4,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,53,4,-1,0,unknown,no
57,blue-collar,married,secondary,no,1404,no,no,cellular,119,7,-1,0,unknown,no
43,blue-collar,married,secondary,no,171,yes,no,cellular,96,1,364,1,failure,no
31,technician,married,tertiary,no,1990,yes,yes,cellular,316,2,339,1,other,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,32,2,14,1,failure,no
40,blue-collar,single,secondary,no,82,yes,no,cellular,135,6,370,5,failure,no
42,services,married,secondary,no,2145,no,no,cellular,124,3,-1,0,unknown,no
56,retired,married,primary,no,681,no,no,cellular,204,4,-1,0,unknown,no
56,blue-collar,married,secondary,no,659,yes,no,cellular,148,1,188,3,failure,no
53,management,married,tertiary,no,37,no,no,cellular,51,9,-1,0,unknown,no
27,self-employed,single,tertiary,no,82,no,yes,cellular,387,1,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,102,10,-1,0,unknown,no
27,entrepreneur,married,secondary,no,97,yes,yes,cellular,13,3,-1,0,unknown,no
53,unemployed,married,primary,no,845,no,no,cellular,123,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,66,1,-1,0,unknown,no
47,blue-collar,married,primary,no,304,yes,no,unknown,185,1,-1,0,unknown,no
26,management,single,tertiary,no,3704,no,no,cellular,238,4,-1,0,unknown,yes
47,admin.,divorced,secondary,no,1939,yes,no,cellular,150,1,174,1,failure,no
59,self-employed,married,primary,no,0,yes,no,telephone,97,2,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,171,yes,no,unknown,143,4,-1,0,unknown,no
24,admin.,single,secondary,no,290,yes,no,cellular,80,3,368,4,failure,no
20,student,single,secondary,no,-322,yes,no,unknown,73,4,-1,0,unknown,no
48,admin.,single,secondary,no,0,no,yes,telephone,47,2,-1,0,unknown,no
50,blue-collar,married,primary,no,5776,no,no,cellular,49,3,-1,0,unknown,no
32,admin.,married,secondary,no,514,yes,no,unknown,459,1,-1,0,unknown,no
31,admin.,single,secondary,no,320,yes,no,cellular,376,2,-1,0,unknown,no
53,technician,married,secondary,no,768,yes,no,cellular,218,1,-1,0,unknown,no
40,management,married,tertiary,no,207,yes,no,unknown,39,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,22928,no,no,unknown,113,1,-1,0,unknown,no
36,blue-collar,married,primary,no,599,yes,no,unknown,649,2,-1,0,unknown,yes
26,blue-collar,married,primary,no,0,yes,no,unknown,425,1,-1,0,unknown,no
37,technician,married,secondary,no,-421,yes,no,unknown,183,5,-1,0,unknown,no
56,services,divorced,secondary,no,1347,no,yes,unknown,678,2,-1,0,unknown,no
56,admin.,married,secondary,no,360,yes,yes,cellular,98,2,-1,0,unknown,no
41,management,married,tertiary,no,557,yes,yes,cellular,148,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,153,yes,no,unknown,389,1,-1,0,unknown,no
36,unemployed,single,secondary,no,490,yes,yes,unknown,265,3,-1,0,unknown,no
46,management,divorced,secondary,no,145,yes,no,cellular,72,5,-1,0,unknown,no
42,blue-collar,married,unknown,no,408,yes,no,unknown,107,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,238,yes,no,unknown,76,2,-1,0,unknown,no
48,blue-collar,married,primary,no,-83,no,no,cellular,136,3,-1,0,unknown,no
29,admin.,married,secondary,no,301,yes,no,unknown,150,5,-1,0,unknown,no
28,admin.,married,secondary,no,330,no,no,cellular,226,2,182,4,success,yes
37,blue-collar,married,primary,no,689,yes,no,cellular,367,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,550,4,-1,0,unknown,yes
45,blue-collar,married,secondary,no,863,yes,no,cellular,565,2,-1,0,unknown,no
35,blue-collar,married,primary,no,453,yes,no,unknown,312,2,-1,0,unknown,no
53,blue-collar,married,primary,no,0,yes,yes,cellular,263,1,-1,0,unknown,no
55,admin.,married,secondary,no,8304,no,no,cellular,201,1,-1,0,unknown,yes
50,services,married,primary,no,1260,no,no,cellular,172,1,-1,0,unknown,no
38,management,divorced,tertiary,no,162,no,no,cellular,323,4,-1,0,unknown,no
41,management,married,tertiary,no,1495,yes,no,cellular,210,2,-1,0,unknown,no
32,admin.,married,tertiary,no,-421,yes,yes,unknown,101,2,-1,0,unknown,no
50,blue-collar,married,primary,no,9301,yes,no,cellular,136,4,-1,0,unknown,no
35,technician,single,tertiary,no,18,yes,yes,unknown,111,10,-1,0,unknown,no
77,retired,married,tertiary,no,699,no,no,cellular,425,2,-1,0,unknown,yes
40,management,single,tertiary,no,1820,yes,yes,unknown,173,3,-1,0,unknown,no
44,housemaid,married,primary,no,2388,no,no,cellular,570,2,-1,0,unknown,no
67,retired,divorced,tertiary,no,443,no,no,cellular,441,1,-1,0,unknown,yes
32,management,married,secondary,no,6217,yes,yes,cellular,486,2,181,2,failure,no
30,blue-collar,single,secondary,no,959,yes,no,cellular,375,1,-1,0,unknown,no
31,technician,single,tertiary,no,491,yes,no,unknown,237,1,-1,0,unknown,no
29,technician,single,secondary,no,18,no,no,cellular,206,3,-1,0,unknown,no
45,blue-collar,married,primary,no,675,yes,no,cellular,890,2,-1,0,unknown,no
67,management,married,tertiary,no,405,no,no,cellular,344,2,95,2,success,yes
31,technician,married,secondary,no,298,no,no,cellular,436,5,-1,0,unknown,no
35,services,married,secondary,no,1279,yes,no,unknown,114,5,-1,0,unknown,no
59,technician,married,secondary,no,4322,no,no,unknown,174,1,-1,0,unknown,no
34,blue-collar,divorced,unknown,no,172,no,no,cellular,177,1,-1,0,unknown,yes
58,housemaid,married,primary,no,5278,yes,no,unknown,763,4,-1,0,unknown,no
43,blue-collar,married,secondary,yes,-7,no,no,unknown,70,1,-1,0,unknown,no
47,management,married,secondary,no,894,yes,no,cellular,105,1,-1,0,unknown,no
53,admin.,married,secondary,no,8892,yes,no,cellular,177,1,174,1,failure,no
29,management,single,tertiary,no,92,no,no,cellular,175,5,-1,0,unknown,yes
34,blue-collar,married,secondary,no,4,yes,yes,cellular,315,2,-1,0,unknown,no
50,technician,single,tertiary,no,1840,yes,no,cellular,184,2,-1,0,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,101,3,-1,0,unknown,no
37,entrepreneur,single,tertiary,no,65,no,no,cellular,20,10,113,4,failure,no
32,technician,married,secondary,no,-684,yes,no,cellular,11,8,299,3,other,no
50,management,married,tertiary,no,3284,yes,no,unknown,51,3,-1,0,unknown,no
54,management,married,unknown,no,831,yes,yes,telephone,208,3,109,3,failure,no
48,unemployed,married,secondary,no,1811,yes,no,telephone,137,4,111,3,failure,no
27,management,single,secondary,no,843,no,no,cellular,187,1,-1,0,unknown,yes
32,management,single,secondary,no,-32,yes,no,unknown,139,1,-1,0,unknown,no
58,management,divorced,tertiary,no,577,no,no,unknown,1244,3,-1,0,unknown,no
30,management,married,tertiary,no,314,no,no,cellular,364,2,175,2,success,no
43,management,divorced,tertiary,no,36,no,no,cellular,79,1,-1,0,unknown,no
51,technician,married,tertiary,no,1057,no,no,unknown,149,2,-1,0,unknown,no
30,services,divorced,secondary,no,0,yes,no,cellular,172,1,-1,0,unknown,no
44,unemployed,married,primary,yes,-43,yes,no,cellular,290,6,-1,0,unknown,no
33,blue-collar,married,secondary,no,489,yes,no,cellular,552,1,332,1,failure,no
30,blue-collar,married,secondary,no,194,yes,no,unknown,178,1,-1,0,unknown,no
39,blue-collar,single,primary,no,0,yes,yes,cellular,1975,5,-1,0,unknown,yes
34,admin.,married,secondary,no,3185,yes,no,unknown,520,1,-1,0,unknown,no
39,admin.,married,secondary,no,7711,yes,no,cellular,289,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,913,yes,yes,cellular,433,2,-1,0,unknown,no
55,admin.,married,secondary,no,9329,no,no,cellular,181,1,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,97,1,-1,0,unknown,no
49,technician,married,secondary,yes,-1680,yes,yes,unknown,92,4,-1,0,unknown,no
